country_code_iso2,region,locode,port_name,latitude,longitude,facade,fao_areas,is_active
US,,US2NC,North Creek,43.68333333,-73.98333333,,{},False
BR,,BRORL,Orlândia,-20.7166666666667,-47.8833333333333,,{},False
BR,,BRNOC,Nova América Da Colina,-23.3166666666667,-50.7,,{},False
CZ,,CZVRC,Vrchlabí,50.61666667,15.6,,{},False
DE,,DEGRM,Griesheim,49.86666667,8.583333333,,{},False
BR,,BRPTN,Pitanga,-24.75,-51.75,,{},False
AR,,ARCRO,Campo Ramón,-27.46666667,-55.0,,{},False
BR,,BRIGO,Igaporã,-13.7666666666667,-42.7166666666667,,{},False
EE,,EESUI,Suislepa,58.14805556,25.98194444,,{},False
BR,,BRDVI,Davinópolis,-18.15,-47.55,,{},False
BR,,BRSJP,São José Do Rio Preto,-20.8,-49.38333333,,{},False
BR,,BRMRL,Mirabela,-16.25,-44.15,,{},False
SK,,SKBBY,Banská Bystrica,48.73333333,19.15,,{},False
BR,,BRORT,Ortigueira,-24.2,-50.9166666666667,,{},False
BR,,BRAHY,Anahy,-24.6333333333333,-53.1166666666667,,{},False
BR,,BRDAO,Dom Aquino,-15.8,-54.9166666666667,,{},False
BR,,BRULL,Sul Brasil,-26.7333333333333,-52.95,,{},False
CO,,COCQZ,Caqueza,4.4,-73.95,,{},False
BR,,BRUDO,União Do Oeste,-26.75,-52.85,,{},False
BR,,BRSMO,São Miguel Do Oeste,-26.7333333333333,-53.5166666666667,,{},False
BR,,BRBPW,Tabaporã,-11.3,-56.8166666666667,,{},False
BR,,BRPYO,Pinhalão,-23.7833333333333,-50.05,,{},False
BR,,BRAVF,Álvares Florence,-20.3166666666667,-49.9,,{},False
DE,,DEBLS,Blaustein,48.41666667,9.916666667,,{},False
CO,,COSUB,Subachoque,4.933333333,-74.18333333,,{},False
BR,,BRGDR,Grandes Rios,-24.1333333333333,-51.5,,{},False
BR,,BRDAI,Damianópolis,-14.55,-46.1666666666667,,{},False
DE,,DEGAE,Gailingen,47.7,8.75,,{},False
BR,,BRRTP,Cristianópolis,-17.1833333333333,-48.7,,{},False
BR,,BRACN,Acreúna,-17.3833333333333,-50.3666666666667,,{},False
BR,,BRNBL,Novo Brasil,-16.0166666666667,-50.7,,{},False
BR,,BRSRO,Santa Rita D'Oeste,-20.1333333333333,-50.8166666666667,,{},False
US,,USOBW,Blue Creek,38.78333333,-83.33333333,,{},False
DE,,DEFKD,Freckenfeld,49.05,8.1,,{},False
VE,,VEGDO,Guasdualito,7.2397806,-70.704952,,{},False
BR,,BRMCD,Matias Cardoso,-14.85,-43.91666667,,{},False
EE,,EEARR,"Arali, Rannaküla K",58.15666667,26.08722222,,{},False
BR,,BREDV,Sede Nova,-27.6166666666667,-53.95,,{},False
BR,,BRMMN,Morada Nova De Minas,-18.6,-45.35,,{},False
BR,,BRMVT,Montividiu Do Norte,-13.35,-48.6833333333333,,{},False
BR,,BRBUS,Buritis,-10.2,-63.8166666666667,,{},False
EE,,EERPI,Räpina Sadam,58.12527778,27.52972222,,{},False
BR,,BRKLD,Carlinda,-9.95,-55.8166666666667,,{},False
BR,,BRPTK,Pindorama Do Tocantins,-11.1333333333333,-47.5666666666667,,{},False
US,,USQGN,Strongstown,40.55,-78.91666667,,{},False
BR,,BRGOB,Goiatuba,-18.0,-49.35,,{},False
BR,,BRSPN,Santo Antônio Da Platina,-23.2833333333333,-50.0666666666667,,{},False
CZ,,CZSTY,Studanky,49.36666667,13.0,,{},False
CA,,CAVCH,Verchères,45.76666667,-73.35,,{},False
VE,,VEPPD,Punta De Piedra,7.618903,-71.495064,,{},False
BR,,BRPCN,Poconé,-16.25,-56.6166666666667,,{},False
BR,,BRBRC,Barracão,-26.25,-53.6333333333333,,{},False
DE,,DERHR,Rheinmünster,48.75,8.0,,{},False
BR,,BRBCR,Boca Do Acre,-8.75,-67.3833333333333,,{},False
AR,,ARCAO,Carnerillo,-32.91666667,-64.03333333,,{},False
US,,USIM5,Oaklandon,39.86666667,-85.95,,{},False
BR,,BRSGD,Senador Guiomard,-10.1333333333333,-67.7333333333333,,{},False
DE,,DEKS2,Kaisersbach,49.0666666666667,9.38333333333333,,{},False
RO,,ROFDA,Feldioara,45.81666667,25.6,,{},False
EE,,EERVA,Tõrva,58.0,25.9333333333333,,{},False
CO,,COJAR,Jardin,5.6,-75.81666667,,{},False
CA,,CASLT,Saint-Lambert,45.48333333,-73.5,,{},False
BR,,BRHDA,Hidrolina,-14.7166666666667,-49.45,,{},False
EE,,EEALV,"Alliku, Valma K",58.37416667,25.96555556,,{},False
CO,,COFUS,Fusagasuga,4.35,-74.36666667,,{},False
VE,,VEURM,Uriman,5.35,-62.65,,{},False
EE,,EEJVE,"Järvekalda, Vehendi K",58.22666667,26.11805556,,{},False
KZ,,KZSGU,Shyngyrlau,51.15,54.1333333333333,,{},False
BR,,BRMFI,Manfrinópolis,-26.1333333333333,-53.3,,{},False
BR,,BRGAC,Guairaçá,-22.9333333333333,-52.6833333333333,,{},False
BR,,BRLWC,Porto Lucena,-27.85,-55.0,,{},False
BR,,BRKSA,Caseara,-9.26666666666667,-49.9333333333333,,{},False
BR,,BRVIE,Vila Bela Da Santíssima Trindade,-15.0,-59.95,,{},False
BR,,BRBAB,Bento De Abreu,-21.26666667,-50.8,,{},False
SI,,SIGRK,Gruskovje,46.28333333,15.86666667,,{},False
BR,,BRCCY,Caracaraí,1.8,-61.1333333333333,,{},False
US,,USR79,Rockville,45.46666667,-94.33333333,,{},False
BR,,BRREG,Restinga,-20.6,-47.4666666666667,,{},False
BR,,BRSFG,São Félix Do Xingu,-6.63333333333333,-51.9833333333333,,{},False
BR,,BRPBY,Porto Barreiro,-25.5333333333333,-52.4,,{},False
BR,,BRCWR,Curionópolis,-6.08333333333333,-49.6,,{},False
EE,,EEARN,Arno,57.84972222,26.88111111,,{},False
BR,,BRDIO,Dom Inocêncio,-9.0,-41.9666666666667,,{},False
DE,,DESO3,Seitingen-Oberflacht,48.0166666666667,8.71666666666667,,{},False
US,,USDR5,Deruyter,42.7666666666667,-75.8833333333333,,{},False
BR,,BRMIX,Matrinchã,-15.4333333333333,-50.7333333333333,,{},False
BR,,BRJCY,Jacuí,-21.0166666666667,-46.7333333333333,,{},False
BR,,BRLPA,Lençóis Paulista,-22.6,-48.8,,{},False
DE,,DEDIL,Dillingen,49.35,6.733333333,,{},False
DE,,DEHOR,Horka/Oberlausitz,51.3,14.9,,{},False
BR,,BRAMZ,Santo Antônio Das Missões,-28.5,-55.2166666666667,,{},False
BR,,BRVDT,Vicente Dutra,-27.1666666666667,-53.4,,{},False
CN,,CNURM,Urumqi,43.75,87.6,,{},False
US,,USRUT,Rutland,43.61666667,-72.96666667,,{},False
BR,,BRPRQ,Piraquê,-6.76666666666667,-48.2833333333333,,{},False
BR,,BRIHG,Itanhangá,-12.2333333333333,-56.6333333333333,,{},False
BR,,BRSDD,São Desidério,-12.36666667,-44.96666667,,{},False
LY,,LYSEB,Sebha,27.03333333,14.43333333,,{},False
BR,,BRAIN,Araguaína,-7.18333333333333,-48.2,,{},False
BR,,BRSPR,São Manoel Do Paraná,-23.4,-52.65,,{},False
BR,,BRSSR,Santa Maria Da Serra,-22.56666667,-48.16666667,,{},False
BR,,BRANS,Araguatins,-5.65,-48.1166666666667,,{},False
BR,,BRATQ,Alto Taquari,-17.8333333333333,-53.2666666666667,,{},False
BR,,BRSWU,Saudade Do Iguaçu,-25.6833333333333,-52.6,,{},False
BO,,BOPSZ,Puerto Suárez,-18.95,-57.8,,{},False
BR,,BRTUV,Taiúva,-21.1166666666667,-48.45,,{},False
DE,,DEZSF,Zã¼Hlsdorf (Zuehlsdorf),52.73333333,13.4,,{},False
BR,,BRNST,Nova Esperança Do Sudoeste,-25.8833333333333,-53.25,,{},False
KZ,,KZASK,Aksukent,42.4166666666667,69.8333333333333,,{},False
BR,,BRJUY,Juti,-22.85,-54.6,,{},False
BR,,BRSEJ,Sertaneja,-23.0333333333333,-50.8166666666667,,{},False
BR,,BRSMV,Santa Maria Da Vitória,-13.3833333333333,-44.1833333333333,,{},False
BR,,BRBTM,Buritama,-21.0666666666667,-50.1333333333333,,{},False
BR,,BRSPK,São Pedro Dos Crentes,-6.81666666666667,-46.5166666666667,,{},False
RO,,ROBOR,Bors,47.11666667,21.81666667,,{},False
BR,,BRJAO,Jacarezinho,-23.15,-49.9666666666667,,{},False
BR,,BRCYP,Caiapônia,-16.95,-51.8,,{},False
BR,,BRUDM,União De Minas,-19.5166666666667,-50.3166666666667,,{},False
BF,,BFZAB,Zabré,11.16666667,-0.633333333,,{},False
BR,,BRLSU,Laranjeiras Do Sul,-25.4,-52.4,,{},False
BR,,BRGMR,Godoy Moreira,-24.1833333333333,-51.9166666666667,,{},False
BR,,BRLAM,Lagamar,-18.1666666666667,-46.8,,{},False
BR,,BRNRR,Nova Aurora,-18.05,-48.25,,{},False
BR,,BRGNE,Goianorte,-8.76666666666667,-48.9333333333333,,{},False
BR,,BRBET,Bandeirantes,-19.9166666666667,-54.35,,{},False
VE,,VEELX,El Tigre,8.8819995,-64.2329738,,{},False
DE,,DEMEI,Meissen,51.15,13.48333333,,{},False
BR,,BRSZG,São Luiz Gonzaga,-28.4,-54.95,,{},False
BR,,BRMBP,Marabá Paulista,-22.1,-51.9666666666667,,{},False
CZ,,CZBRQ,Brno,49.2,16.63333333,,{},False
BR,,BRCEB,Caroebe,0.866666666666667,-59.6833333333333,,{},False
BR,,BRATG,Alto Araguaia,-17.3,-53.2166666666667,,{},False
BR,,BRRLS,Reginópolis,-21.8833333333333,-49.2166666666667,,{},False
RU,,RUNOJ,Noyabrsk,63.16666667,75.61666667,,{},False
BR,,BRSMK,Santa Maria Do Tocantins,-8.76666666666667,-47.7333333333333,,{},False
HU,,HUTIA,Tiszafoldvar,49.9833333333333,20.25,,{},False
BR,,BRMMR,Marmeleiro,-26.1333333333333,-53.0166666666667,,{},False
DE,,DERUH,Rümmelsheim,49.93333333,7.866666667,,{},False
DE,,DEKIE,Kietz,52.56666667,14.61666667,,{},False
BR,,BRUIU,Iuiu,-14.4,-43.55,,{},False
BR,,BRNZO,Nazário,-16.5666666666667,-49.8666666666667,,{},False
BR,,BRPYZ,Patis,-16.0666666666667,-44.0666666666667,,{},False
US,,USIB8,Buffalo,39.85,-89.4,,{},False
BR,,BRSCA,São Gabriel Da Cachoeira,-0.133333333333333,-67.0833333333333,,{},False
AR,,ARGNR,General Roca,-39.03333333,-67.58333333,,{},False
DE,,DESHL,Schwäbisch Hall,49.1,9.733333333,,{},False
BR,,BRIUE,Itaueira,-7.6,-43.0166666666667,,{},False
TD,,TDGRD,Guereda,14.5166666666667,22.0833333333333,,{},False
TD,,TDBGA,Baga Sola,13.5333333333333,14.3,,{},False
AR,,ARTUC,Tucumán,-26.81666667,-65.21666667,,{},False
BR,,BRTLM,Talismã,-12.7833333333333,-49.0833333333333,,{},False
BR,,BRJSA,Jussara,-15.85,-50.85,,{},False
BR,,BRNPN,Nova Porteirinha,-15.8,-43.3,,{},False
BR,,BRFIL,Santa Filomena,-9.1,-45.9166666666667,,{},False
BR,,BRIOT,Iporã Do Oeste,-26.9833333333333,-53.5333333333333,,{},False
BR,,BRMDI,Mandaguari,-23.5166666666667,-51.6666666666667,,{},False
BR,,BRSXC,São Félix Do Coribe,-13.4,-44.1833333333333,,{},False
SK,,SKSLB,Stará Lubovna,49.3,20.7,,{},False
BR,,BRNTD,Natividade,-11.7,-47.7166666666667,,{},False
BR,,BRABD,Abreulândia,-9.61666666666667,-49.15,,{},False
BR,,BRCCE,Cabeceiras,-15.8,-46.9166666666667,,{},False
BR,,BRFRL,Farol,-24.0833333333333,-52.6166666666667,,{},False
BR,,BRCOR,Correntina,-13.33333333,-44.65,,{},False
US,,USFCY,Forrest City,35.0,-90.78333333,,{},False
DE,,DERIE,Riedlingen,48.15,9.466666667,,{},False
EE,,EEPLY,Piirissaare Latika,58.377,27.511,,{},False
BR,,BRPVI,Paranavaí,-23.06666667,-52.46666667,,{},False
CA,,CAPXT,Pointe-Aux-Trembles,45.65,-73.48333333,,{},False
RU,,RUAVD,Avtoremzavod,54.75,31.6833333333333,,{},False
BR,,BROUV,Ouvidor,-18.23333333,-47.83333333,,{},False
EE,,EEALK,"Alliku, Kivilõppe K",58.22555556,25.98222222,,{},False
EE,,EEALH,Ala-Haraka,57.85472222,26.9375,,{},False
AR,,ARCSO,Campo Santo,-24.66666667,-65.1,,{},False
BR,,BRMYR,Mateiros,-10.5333333333333,-46.4,,{},False
BR,,BRPUH,Piumhi,-20.4666666666667,-45.95,,{},False
BR,,BRKPR,Caapiranga,-3.31666666666667,-61.2,,{},False
BR,,BROLI,Olímpia,-20.7333333333333,-48.9,,{},False
CZ,,CZHEA,Hevlín,48.75,16.38333333,,{},False
BR,,BRTCR,Tacuru,-23.6333333333333,-55.0166666666667,,{},False
IT,,ITMDF,Castello Molina Di Fiemme,46.2833333333333,11.4333333333333,,{},False
BO,,BOSBL,Santa Ana,-13.75,-65.43333333,,{},False
BR,,BRBIP,Barreiras Do Piauí,-9.91666666666667,-45.4666666666667,,{},False
EE,,EEVBL,Vaibla,58.38583333,26.135,,{},False
CZ,,CZHLD,Horní Lidec,49.18333333,18.06666667,,{},False
EE,,EEVPE,Võõpste,58.34472222,27.12277778,,{},False
BR,,BRGLC,General Carneiro,-15.7,-52.75,,{},False
BR,,BRLUC,Lucélia,-21.7166666666667,-51.0166666666667,,{},False
BR,,BRAFI,Águas Frias,-26.8666666666667,-52.85,,{},False
BR,,BRPDT,Palmas De Monte Alto,-14.25,-43.1666666666667,,{},False
BR,,BRDSO,Descanso,-26.8166666666667,-53.5,,{},False
BR,,BRTGI,Tibagi,-24.5,-50.4,,{},False
BR,,BRRAG,Pontal Do Araguaia,-15.9,-52.25,,{},False
BR,,BRJBC,Jaboticabal,-21.25,-48.3166666666667,,{},False
BR,,BRJUD,Juranda,-24.4,-52.8333333333333,,{},False
DE,,DEPRI,Prien/Chiemsee,47.86666667,12.33333333,,{},False
BR,,BRHHA,Cachoeirinha,-6.1,-47.9,,{},False
EE,,EESRA,Saarepera,58.17416667,27.49611111,,{},False
US,,USLND,Lander,42.83333333,-108.7333333,,{},False
BR,,BRSDL,Santa Cruz Das Palmeiras,-21.8166666666667,-47.2333333333333,,{},False
DE,,DEWBL,Wolfenbüttel,52.16666667,10.55,,{},False
CG,,CGEPN,Epéna,1.35,17.45,,{},False
BR,,BRSIR,Santa Isabel Do Rio Negro,-0.416666666666667,-65.0166666666667,,{},False
BR,,BRLRV,Lucas Do Rio Verde,-13.0666666666667,-55.9166666666667,,{},False
AR,,ARCON,Concepción,-28.38333333,-57.88333333,,{},False
BR,,BREIR,São Sebastião Da Amoreira,-23.45,-50.75,,{},False
US,,USTPU,Palmer,35.35,-85.56666667,,{},False
BR,,BRDOS,Dormentes,-8.43333333333333,-40.7666666666667,,{},False
BR,,BRKRI,Caridade Do Piauí,-7.71666666666667,-40.9833333333333,,{},False
BR,,BRJDV,Jenipapo Dos Vieiras,-5.36666666666667,-45.6333333333333,,{},False
CA,,CACOR,Corunna,42.8847497,-82.450903,,{},True
EE,,EERBS,Rebase Paadisadam,58.3675,26.74944444,,{},False
BR,,BRMNG,Manga,-14.75,-43.9333333333333,,{},False
BR,,BRREP,Ribeira Do Piauí,-7.68333333333333,-42.7,,{},False
BO,,BOVLM,Villamontes,-21.25,-63.5,,{},False
BR,,BRFRI,Francinópolis,-6.38333333333333,-42.25,,{},False
BR,,BRYBI,Ibiraci,-20.4666666666667,-47.1166666666667,,{},False
EE,,EEVHT,Vahtramäe,58.08583333,26.05416667,,{},False
US,,USN5Y,Central Bridge,42.7,-74.33333333,,{},False
US,,USIR6,Ironton,46.46666667,-93.96666667,,{},False
BR,,BRCSX,Campos Sales,-7.06666666666667,-40.3666666666667,,{},False
BR,,BRTNP,Tanque Do Piauí,-6.58333333333333,-42.2833333333333,,{},False
RO,,ROCAC,Catcau,47.25,23.75,,{},False
US,,USLEB,Lebanon-White River-Hanover Apt,43.6333333333333,-72.25,,{},False
BR,,BRGJA,Grajaú,-5.81666666666667,-46.1333333333333,,{},False
BR,,BRIBM,Ibema,-25.1,-53.0,,{},False
DE,,DEMLN,Möglingen,48.88333333,9.133333333,,{},False
CZ,,CZFRM,Frydek-Místek,49.68333333,18.33333333,,{},False
BR,,BRPLS,Pirenópolis,-15.85,-48.95,,{},False
EE,,EESUL,Sula,58.15972222,26.03472222,,{},False
BR,,BRCRY,Carauari,-4.86666666666667,-66.8833333333333,,{},False
BR,,BRROP,Rio Do Pires,-13.1166666666667,-42.2833333333333,,{},False
BR,,BRIHR,Inhacorá,-27.8666666666667,-54.0,,{},False
BR,,BRVSD,Vale De São Domingos,-15.2833333333333,-59.05,,{},False
BR,,BRLFA,Lagoa Formosa,-18.7666666666667,-46.4,,{},False
BR,,BRGWR,Guaraciama,-17.0,-43.6666666666667,,{},False
EE,,EEKYG,Keeri,58.33027778,26.49111111,,{},False
BR,,BRCEZ,Capitão Enéas,-16.3166666666667,-43.7,,{},False
BR,,BRTEC,Telêmaco Borba,-24.35,-50.61666667,,{},False
DE,,DESGS,Sankt Georgen Im Schwarzwald,48.13333333,8.333333333,,{},False
BR,,BRPPX,Pai Pedro,-15.5333333333333,-43.0666666666667,,{},False
BR,,BRHDO,Cachoeira Dourada,-18.5,-49.5,,{},False
BR,,BRCIQ,Cássia Dos Coqueiros,-21.2833333333333,-47.1666666666667,,{},False
BR,,BRPVE,Presidente Venceslau,-21.8666666666667,-51.8333333333333,,{},False
BR,,BRFLE,Florínea,-22.9,-50.7166666666667,,{},False
BR,,BRBLA,Bilac,-21.4,-50.4666666666667,,{},False
DE,,DENEC,Neustadt/Coburg,50.31666667,11.11666667,,{},False
DE,,DEMOU,Monschau,50.55,6.25,,{},False
BR,,BRRND,Rondon,-23.4,-52.75,,{},False
US,,USC6R,Cragford,33.25,-85.66666667,,{},False
BR,,BRRDC,Redenção,-8.033333333,-50.03333333,,{},False
BR,,BRAFO,Alta Floresta D'Oeste,-11.9333333333333,-61.9833333333333,,{},False
BR,,BRBGU,Bataguassu,-21.7,-52.4166666666667,,{},False
BR,,BRSIU,São Miguel Do Araguaia,-13.2666666666667,-50.15,,{},False
EE,,EESLO,Sallo,58.13194444,26.09083333,,{},False
BR,,BRFIS,Firminópolis,-16.5666666666667,-50.3,,{},False
BO,,BOPOI,Potosí,-19.58333333,-65.75,,{},False
BR,,BRJYA,Japira,-23.8,-50.1333333333333,,{},False
DE,,DENKI,Neukirchen Im Erzgebirge,50.78333333,12.86666667,,{},False
BR,,BRSMN,Santa Mariana,-23.1333333333333,-50.5166666666667,,{},False
BR,,BRABT,Abaeté,-19.15,-45.4333333333333,,{},False
RO,,ROBBI,Boboiesti,44.9333333333333,22.95,,{},False
BR,,BRSJR,São José Do Rio Claro,-13.45,-56.7166666666667,,{},False
BR,,BRLCP,Laguna Carapã,-22.55,-55.15,,{},False
EE,,EEKSI,Kaasiku,58.1225,26.05888889,,{},False
BR,,BRCTA,Clementina,-21.55,-50.45,,{},False
BR,,BRPLZ,Palma Sola,-26.3333333333333,-53.2666666666667,,{},False
TD,,TDAEH,Abéché,13.81666667,20.81666667,,{},False
BR,,BRFAO,Faro,-2.16666666666667,-56.7333333333333,,{},False
BR,,BRCGI,Corumbá De Goiás,-15.9166666666667,-48.8,,{},False
BR,,BRPSV,Presidente Alves,-22.1,-49.4333333333333,,{},False
BR,,BRCED,Cedral,-20.9,-49.2666666666667,,{},False
BR,,BRLBT,Lobato,-23.0,-51.95,,{},False
BR,,BRPRG,Pirangi,-21.0833333333333,-48.6666666666667,,{},False
BO,,BOSRE,Sucre,-19.03333333,-65.25,,{},False
AR,,ARBON,Bowen,-35.0,-67.51666667,,{},False
DE,,DEFFO,Frankfurt/Oder,52.35,14.55,,{},False
BR,,BRRAS,Rorainópolis,0.933333333333333,-60.4166666666667,,{},False
DE,,DEMUT,Mühltal,49.81666667,8.7,,{},False
EE,,EEVEI,Veibri,58.3333333333333,26.7833333333333,,{},False
LT,,LTPSS,Pasusvys,55.6,23.5833333333333,,{},False
BR,,BRSOA,Sonora,-17.5666666666667,-54.75,,{},False
BR,,BRFEX,Fênix,-23.9166666666667,-51.9833333333333,,{},False
US,,USJVL,Janesville,42.66666667,-89.01666667,,{},False
AR,,ARCDN,Carmen Del Sauce,-33.23333333,-60.8,,{},False
BR,,BRCRP,Caarapó,-22.6333333333333,-54.8166666666667,,{},False
SK,,SKKSC,Kosice,48.71666667,21.25,,{},False
BR,,BRYAU,Itapura,-20.6333333333333,-51.5,,{},False
GN,,GNSBL,Sambailo,12.5833333333333,-13.3666666666667,,{},False
CD,,CDNYN,Nyunzu,-5.95,28.0166666666667,,{},False
RU,,RUKUF,Samara,53.21666667,50.16666667,,{},False
HN,,HNLEP,Lepaera,14.7833333333333,-88.5833333333333,,{},False
DE,,DEHWT,Hinterweidenthal,49.2,7.75,,{},False
US,,USD3P,Davenport,47.65,-118.1333333,,{},False
BR,,BRBDW,Brodowski,-20.9833333333333,-47.65,,{},False
US,,USS23,Sidney,40.73333333,-95.63333333,,{},False
BR,,BRBJD,Brejolândia,-12.4833333333333,-43.9666666666667,,{},False
BO,,BOCIJ,Cobija,-11.03333333,-68.73333333,,{},False
BR,,BRVMO,Vitória Das Missões,-28.35,-54.4833333333333,,{},False
PL,,PLOKM,Okmiany,51.25,15.7833333333333,,{},False
EE,,EEVSP,Väikesapi,58.21583333,26.11055556,,{},False
BR,,BRENO,Engenheiro Navarro,-17.2833333333333,-43.9333333333333,,{},False
BR,,BRCTI,Caetité,-14.0666666666667,-42.4833333333333,,{},False
ZW,,ZWGWE,Gweru,-19.45,29.81666667,,{},False
GA,,GAMKB,Mékambo,1.016666667,13.93333333,,{},False
BR,,BRKDG,Campestre De Goiás,-16.75,-49.6833333333333,,{},False
EE,,EELSN,Laossina,58.03111111,27.58583333,,{},False
AR,,ARCTA,Tabay,-28.3,-58.28333333,,{},False
BR,,BRSUU,São Miguel Do Tapuio,-5.5,-41.3166666666667,,{},False
DE,,DEOR3,Oberreidenbach,49.7,7.466666667,,{},False
BR,,BRTRY,Tapiraí,-19.8833333333333,-46.0166666666667,,{},False
BR,,BRSDT,São Pedro Do Turvo,-22.75,-49.7333333333333,,{},False
US,,USK2N,Keene,37.93333333,-84.63333333,,{},False
EE,,EEJPK,"Järve, Purtsi K",58.09638889,26.07055556,,{},False
BR,,BRCGS,Conceição Das Alagoas,-19.9166666666667,-48.3666666666667,,{},False
BR,,BRFSL,Formosa Do Sul,-26.6333333333333,-52.7833333333333,,{},False
BR,,BRJUL,Santa Juliana,-19.3,-47.5166666666667,,{},False
TM,,TMASB,Ashkhabad,37.95,58.38333333,,{},False
CZ,,CZMZL,Msené-Lázne,50.3666666666667,14.1166666666667,,{},False
US,,USN7Y,South Plymouth,42.56666667,-75.55,,{},False
BR,,BRAWT,Serra Alta,-26.7166666666667,-53.0333333333333,,{},False
CO,,COMDC,Mesitas Del Colegio,4.583333333,-74.45,,{},False
BR,,BRMPZ,Mariápolis,-21.7833333333333,-51.1666666666667,,{},False
BR,,BRRNM,Coronel Martins,-26.5,-52.6666666666667,,{},False
BR,,BRJHA,Jerumenha,-7.08333333333333,-43.5,,{},False
AR,,ARCNO,Cuadro Nacional,-34.61666667,-68.28333333,,{},False
BR,,BRAGP,Alagoinha Do Piauí,-7.0,-40.9333333333333,,{},False
BR,,BRIMI,Ipameri,-17.7166666666667,-48.15,,{},False
BR,,BRSSI,São Simão,-18.9833333333333,-50.5333333333333,,{},False
BR,,BRIPT,Ibipitanga,-12.8666666666667,-42.4833333333333,,{},False
BR,,BRBTE,Buriti Alegre,-18.1166666666667,-49.0333333333333,,{},False
AR,,ARRHD,Río Hondo,-27.56666667,-64.95,,{},False
DE,,DEWGN,Wangen Im Allgäu,47.68333333,9.833333333,,{},False
BR,,BRRCO,Rincão,-21.5833333333333,-48.0666666666667,,{},False
DE,,DETIF,Triftern,48.4,13.0166666666667,,{},False
US,,USIN8,Plainville,38.8,-87.15,,{},False
BR,,BRTRB,Terra Boa,-23.7666666666667,-52.45,,{},False
SK,,SKSRA,Stúrovo,47.8,18.73333333,,{},False
BR,,BRTIN,Trindade,-16.65,-49.4833333333333,,{},False
BR,,BRMOY,Macedônia,-20.1333333333333,-50.1833333333333,,{},False
BR,,BRGTI,Guiratinga,-16.3333333333333,-53.75,,{},False
DE,,DESWE,Sankt Wendel,49.46666667,7.166666667,,{},False
HU,,HUTPZ,Tapioszentmarton,47.33333333,19.75,,{},False
BR,,BRNLT,Nova Luzitânia,-20.85,-50.25,,{},False
US,,USEVV,Evansville,37.96666667,-87.55,,{},False
US,,USJK2,Jenkins,37.16666667,-82.63333333,,{},False
BR,,BRBSB,Brasília,-15.78333333,-47.91666667,,{},False
BR,,BRAOE,Alvorada D'Oeste,-11.3333333333333,-62.2666666666667,,{},False
BR,,BRGMO,Guarda-Mor,-17.7666666666667,-47.1,,{},False
BR,,BRPCQ,Ponto Chique,-16.6166666666667,-45.05,,{},False
BR,,BRYBR,Ibitiara,-12.6333333333333,-42.2,,{},False
BR,,BRNCU,Nova Cantu,-24.6666666666667,-52.5666666666667,,{},False
BR,,BRPPT,Pedrinhas Paulista,-22.8,-50.7833333333333,,{},False
RO,,ROSSU,Sarasau,47.95,23.8166666666667,,{},False
BR,,BRCNJ,Coronel José Dias,-8.8,-42.4666666666667,,{},False
EE,,EEORU,Oru,58.27083333,26.135,,{},False
BR,,BREOT,Espigão D'Oeste,-11.5166666666667,-61.0166666666667,,{},False
BR,,BRANM,Anamã,-3.56666666666667,-61.4,,{},False
SK,,SKBTS,Bratislava,48.15,17.11666667,,{},False
BR,,BRSWE,São Luiz Do Norte,-14.85,-49.3166666666667,,{},False
BR,,BRBVD,Boa Vista Do Buricá,-27.66666667,-54.1,,{},False
BR,,BRMHT,Monsenhor Hipólito,-7.0,-41.0166666666667,,{},False
DE,,DEM2T,Metterich,49.9833333333333,6.58333333333333,,{},False
BR,,BROAO,São João,-25.8166666666667,-52.7166666666667,,{},False
DE,,DEBOG,Böchingen,49.23333333,8.1,,{},False
BR,,BRBWW,Bom Sucesso Do Sul,-26.0666666666667,-52.8166666666667,,{},False
BR,,BRIVB,Ivatuba,-23.6166666666667,-52.2166666666667,,{},False
BR,,BRNEU,Nova Europa,-21.7666666666667,-48.55,,{},False
BR,,BRPTH,Porteirinha,-15.7333333333333,-43.0166666666667,,{},False
CZ,,CZCKR,Cesky Krumlov,48.81666667,14.31666667,,{},False
DE,,DESLN,Schlüchtern,50.33333333,9.516666667,,{},False
BR,,BRSXP,São Félix Do Piauí,-5.91666666666667,-42.1,,{},False
BR,,BRKMG,Comendador Gomes,-19.7,-49.0666666666667,,{},False
EE,,EESOT,Sääreotsa,58.40472222,26.02722222,,{},False
BR,,BRJLI,Janiópolis,-24.1333333333333,-52.7666666666667,,{},False
US,,USORD,O'Hare Apt/Chicago,41.96666667,-87.9,,{},False
DE,,DEBSC,Bad Sachsa,51.6,10.55,,{},False
BR,,BRAGC,Água Clara,-20.4333333333333,-52.8666666666667,,{},False
BR,,BRLAW,Pedro Laurentino,-8.06666666666667,-42.2833333333333,,{},False
EE,,EEJTV,"Järveküla, Tarvastu V",58.19361111,26.00138889,,{},False
BR,,BRTPI,Tupãssi,-24.5666666666667,-53.5,,{},False
DE,,DEAIL,Aichtal,48.61666667,9.25,,{},False
DE,,DEPOA,Pörnbach,48.6166666666667,11.4666666666667,,{},False
US,,USCLC,Clearlake,33.08333333,-96.5,,{},False
BR,,BRSZE,Santa Izabel Do Oeste,-25.8,-53.4833333333333,,{},False
BR,,BROCZ,Osvaldo Cruz,-21.7833333333333,-50.8666666666667,,{},False
