country_code_iso2,region,locode,port_name,latitude,longitude,facade,fao_areas,is_active
US,,USWLR,Loring,,,,{},False
NL,,NLGLA,Glanerbrug,,,,{},False
IN,,INKKR,Kilakari,,,,{},False
JP,,JPGKN,Gokan,,,,{},False
JP,,JPTAH,"Takahama, Ehime",,,,{},False
CA,,CAYLB,Lac Biche,,,,{},False
US,,USBFF,Scottsbluff,,,,{},False
IR,,IRMHD,Mashad,,,,{},False
NP,,NPBJU,Bajura,,,,{},False
IE,,IEWAL,Walkinstown,,,,{},False
GB,,GBFOA,Foula,,,,{},False
AU,,AUMOU,Mourilyan,,,,{},False
LS,,LSLRB,Leribe,,,,{},False
MM,,MMPKK,Pakokku,,,,{},False
US,,USOFK,Norfolk,,,,{},False
RU,,RUSWT,Strzhewoi,,,,{},False
JP,,JPNIT,Namikata,,,,{},False
DE,,DEBOT,Bottrop,,,,{},False
JP,,JPTHR,Takehara,,,,{},False
DE,,DENOH,Nörten-Hardenberg,,,,{},False
NO,,NOFTL,Fortun-Luster,,,,{},False
GB,,GBBWR,Burrow,,,,{},False
GB,,GBABE,Aberdare,,,,{},False
DE,,DEFSS,Füssen,,,,{},False
AU,,AUJUN,Jundah,,,,{},False
DE,,DEHHS,Hohenhorn,,,,{},False
CN,,CNLYF,Longyan,,,,{},False
GB,,GBWXR,Worth,,,,{},False
TZ,,TZSUT,Sumbawanga,,,,{},False
US,,USJHC,Garden City,,,,{},False
ID,,IDTMC,Tambolaka,,,,{},False
PG,,PGILX,Ileg,,,,{},False
SE,,SEANK,Ankarsvik,,,,{},False
PK,,PKRYK,Rahim Yar Khan,,,,{},False
MR,,MRAJJ,Akjoujt,,,,{},False
SD,,SDAAD,Ad Dabbah,,,,{},False
US,,USMHE,Mitchell,,,,{},False
JP,,JPMUG,Mugi,,,,{},False
SA,,SABHH,Bisha,,,,{},False
CA,,CAPTB,Patricia Bay,,,,{},False
AU,,AUXCO,Colac,,,,{},False
IN,,INNAV,Navlakhi,,,,{},False
DE,,DEDOF,Dorfen,,,,{},False
US,,USONL,O'Neill,,,,{},False
US,,USANN,Annette Island,,,,{},False
NO,,NONOK,Nordkapp,,,,{},False
IN,,INDHL,Dhalaighat,,,,{},False
CO,,COAUC,Arauca,,,,{},False
DE,,DESHM,Schopfheim,,,,{},False
SD,,SDMAK,Malakal,,,,{},False
JP,,JPOOO,Ozu,,,,{},False
GB,,GBPWS,Pewsey,,,,{},False
PH,,PHCUJ,Culion,,,,{},False
NL,,NLBEG,Bergen Aan Zee,,,,{},False
GB,,GBBUR,Bourne,,,,{},False
NP,,NPBWA,Bhairawa,,,,{},False
JP,,JPOMJ,Omura,,,,{},False
GB,,GBRFF,Roecliffe,,,,{},False
ID,,IDSAU,Sawu,,,,{},False
CN,,CNWNZ,Wenzhou,,,,{},False
US,,USNAX,Barbers Point (Oahu),,,,{},False
US,,USLVK,Livermore,,,,{},False
GB,,GBLEN,Leiston,,,,{},False
CA,,CAMOU,Moosonee,,,,{},False
US,,USKKT,Kentland,,,,{},False
JP,,JPADO,Ado,,,,{},False
GB,,GBBNW,Burtonwood,,,,{},False
JP,,JPTMT,"Tamatsu, Okayama",,,,{},False
PK,,PKNRW,Narowal,,,,{},False
DE,,DEESL,Esslingen,,,,{},False
DE,,DEHWE,Hoyerswerda,,,,{},False
US,,USPSP,Palm Springs,,,,{},False
IN,,INVGA,Vijayawada,,,,{},False
JP,,JPFKI,Fukai,,,,{},False
IE,,IEABB,Abbeyleix,,,,{},False
AU,,AULER,Leinster,,,,{},False
JP,,JPTMO,"Tomioka, Kumamoto",,,,{},False
PH,,PHAAV,Alah,,,,{},False
AO,,AOPGI,Chitato,,,,{},False
IT,,ITFRL,Forli,,,,{},False
VG,,VGNSX,N. Sound/Virgin Gorda,,,,{},False
GB,,GBEMO,East Molesey,,,,{},False
NO,,NOIND,Inderøy,,,,{},False
DE,,DEHVN,Hückelhoven,,,,{},False
PE,,PEAYP,Ayacucho,,,,{},False
AU,,AUTRB,Trial Bay,,,,{},False
BR,,BRVAG,Varginha,,,,{},False
IN,,INGPR,Gopalpur,,,,{},False
GB,,GBOTT,Ottershaw,,,,{},False
US,,USKEH,Kenmore Air Harbor,,,,{},False
US,,USBWL,Blackwell,,,,{},False
HR,,HRMTN,Metajna,,,,{},False
YE,,YESYE,Sadah,,,,{},False
JP,,JPNGO,"Nagoya, Aichi",,,,{},False
US,,USCHZ,Chiloquin,,,,{},False
NL,,NLLEY,Lelystad,,,,{},False
JP,,JPKZA,Kaizuka,,,,{},False
US,,USCDS,Childress,,,,{},False
JP,,JPRYS,Ryohshida,,,,{},False
JP,,JPFND,Funadomari,,,,{},False
DE,,DETHA,Thale,,,,{},False
NL,,NLSOE,Soest,,,,{},False
JP,,JPUKJ,Ukejima,,,,{},False
IN,,INRJR,Rajpuri,,,,{},False
JP,,JPMAU,"Matsuura, Kagoshima",,,,{},False
RU,,RUBWO,Balakovo,,,,{},False
JP,,JPKAZ,Kaizaki,,,,{},False
US,,USLMA,Lake Minchumina,,,,{},False
JP,,JPCHO,Choshi,,,,{},False
NO,,NOVTR,Vettre,,,,{},False
US,,USFRD,Friday Harbor,,,,{},False
DE,,DEGGH,Gengenbach,,,,{},False
SE,,SEBOT,"Sturkö, Skällö",,,,{},False
CA,,CABLL,Beloeil,,,,{},False
VU,,VUVLS,Valesdir,,,,{},False
PG,,PGNGR,Ningerum,,,,{},False
GB,,GBSTX,Stone,,,,{},False
DE,,DEBEB,Bebra,,,,{},False
NL,,NLBIW,Broek In Waterland,,,,{},False
JP,,JPINE,Ine,,,,{},False
NO,,NOJLD,Jørpeland,,,,{},False
US,,USPRB,Paso Robles,,,,{},False
DE,,DESHR,Straubenhardt,,,,{},False
GB,,GBNHP,Northampton,,,,{},False
DE,,DEHDN,Heiden/Borken,,,,{},False
US,,USMCN,Macon,,,,{},False
US,,USKYU,Koyukuk,,,,{},False
DE,,DEWND,Wadern,,,,{},False
US,,USMRB,Martinsburg,,,,{},False
DE,,DEKAA,Kaarst,,,,{},False
NO,,NOBEJ,Beiarn,,,,{},False
CN,,CNRUG,Rugao,,,,{},False
GB,,GBIKS,Ilkeston,,,,{},False
GB,,GBBRZ,Brenchley,,,,{},False
NL,,NLBGS,Burgsluis,,,,{},False
US,,USTLR,Tulare,,,,{},False
PG,,PGGWN,Gnarowein,,,,{},False
US,,USTOR,Torrington,,,,{},False
US,,USTTN,Trenton,,,,{},False
US,,USCMH,Columbus,,,,{},False
GB,,GBWEQ,Westcott,,,,{},False
VG,,VGEIS,"Beef Island, Tortola",,,,{},False
PK,,PKDKA,Daska,,,,{},False
JP,,JPKNN,Kin,,,,{},False
NL,,NLLEU,Leusden,,,,{},False
DE,,DEWGE,Wernigerode,,,,{},False
US,,USRSL,Russell,,,,{},False
AU,,AUPKL,Port Kembla,,,,{},False
AU,,AUBEE,Beagle Bay,,,,{},False
AU,,AUMSF,Mount Swan,,,,{},False
BR,,BRMBK,Matupa,,,,{},False
PG,,PGVMU,Baimuru,,,,{},False
DE,,DETUM,Türkheim,,,,{},False
CA,,CAYCX,Gagetown,,,,{},False
ET,,ETGOR,Gore,,,,{},False
GB,,GBVGN,Virginia Water,,,,{},False
AU,,AUTAN,Tangalooma,,,,{},False
GB,,GBWNH,Warlingham,,,,{},False
PG,,PGAMU,Amanab,,,,{},False
KE,,KENUU,Nakuru,,,,{},False
DE,,DEOER,Oer-Erkenschwick,,,,{},False
NL,,NLLEM,Lemsterland,,,,{},False
JP,,JPSAG,Saganoseki,,,,{},False
DE,,DEGHN,Gersthofen,,,,{},False
MY,,MYSPE,Sepulot,,,,{},False
AU,,AUAGY,Argyle Downs,,,,{},False
AR,,ARCTC,Catamarca,,,,{},False
NL,,NLDED,Dedemsvaart,,,,{},False
TR,,TRBZI,Balikesir,,,,{},False
DE,,DELUW,Lüchow,,,,{},False
NL,,NLWTW,Winterswijk,,,,{},False
US,,USPTU,Platinum,,,,{},False
GB,,GBRDL,Radlett,,,,{},False
GB,,GBMWG,Mawgan,,,,{},False
IN,,INRUP,Rupsi,,,,{},False
DE,,DEWFK,Wildflecken,,,,{},False
US,,USRPX,Roundup,,,,{},False
PK,,PKJNW,Jaranwala,,,,{},False
GB,,GBHXY,Harby,,,,{},False
JP,,JPGOT,Gohtsu,,,,{},False
CA,,CAMNT,Moncton,,,,{},False
PG,,PGMAS,Manus Island,,,,{},False
JP,,JPHEI,Henza,,,,{},False
GB,,GBASF,Ashford,,,,{},False
IN,,INKSG,Kasargod,,,,{},False
US,,USMUO,Mountain Home,,,,{},False
JP,,JPMGS,Megoshima,,,,{},False
SK,,SKSSA,Slovenské Nové Mesto,,,,{},False
CA,,CAYQN,Nakina,,,,{},False
AU,,AUMRT,Moroak,,,,{},False
US,,USVNY,Van Nuys,,,,{},False
AU,,AUAUD,Augustus Downs,,,,{},False
CN,,CNHDS,Handan,,,,{},False
SA,,SARAE,Arar,,,,{},False
SA,,SAELQ,Gassim,,,,{},False
JP,,JPKSH,Kishiku,,,,{},False
JP,,JPFKE,"Fukue, Aichi",,,,{},False
SE,,SEHDR,Hönö-Röd,,,,{},False
AU,,AUWGT,Wangaratta,,,,{},False
SE,,SESJX,Sjolsö,,,,{},False
CA,,CAPEH,Pender Harbour,,,,{},False
ID,,IDNKD,Sinak,,,,{},False
PK,,PKSLL,Sangla Hill,,,,{},False
CA,,CAPST,Port Stanley,,,,{},False
PG,,PGUVO,Uvol,,,,{},False
GB,,GBGDD,Guildford,,,,{},False
IN,,INKDD,Karedu,,,,{},False
CF,,CFBIV,Bria,,,,{},False
GB,,GBBDU,Biddulph,,,,{},False
DE,,DEKEZ,Kellmünz,,,,{},False
GB,,GBDXY,Derby,,,,{},False
JP,,JPYAN,Yanai,,,,{},False
AU,,AUWYA,Whyalla,,,,{},False
AU,,AUMXU,Mullewa,,,,{},False
DE,,DEHVR,Halver,,,,{},False
SO,,SOBXX,Borama,,,,{},False
US,,USTTD,Troutdale,,,,{},False
SE,,SESKU,Skurup,,,,{},False
IN,,INDEG,Deogad,,,,{},False
ZM,,ZMCHA,Chachacha,,,,{},False
IN,,INTPH,Thopputhurai,,,,{},False
NL,,NLHOZ,Hooge Zwaluwe,,,,{},False
DE,,DEMNH,Mainhausen,,,,{},False
IR,,IRLRR,Lar,,,,{},False
CA,,CAYKT,Klemtu,,,,{},False
NL,,NLHVS,Hilversum,,,,{},False
TW,,TWHUN,Hualien,,,,{},False
US,,USGDV,Glendive,,,,{},False
JP,,JPAIW,"Aikawa, Nagasaki",,,,{},False
GY,,GYEKE,Ekereku,,,,{},False
JP,,JPKAF,Kafuri,,,,{},False
PG,,PGSMP,Stockholm,,,,{},False
NL,,NLBAF,Baflo,,,,{},False
AU,,AUOOR,Mooraberree,,,,{},False
IE,,IETHO,Thomastown,,,,{},False
AU,,AUGKL,Great Keppel Island,,,,{},False
US,,USHUD,Humboldt,,,,{},False
DE,,DEBRM,Bramsche,,,,{},False
JP,,JPMAK,Makiyama,,,,{},False
GB,,GBWES,Weston,,,,{},False
GB,,GBNAL,Northallerton,,,,{},False
AR,,ARVCF,Valcheta,,,,{},False
SE,,SENYB,Nyby,,,,{},False
JP,,JPTNE,Tanegashima,,,,{},False
DE,,DEBHF,Bad Honnef,,,,{},False
IN,,INATT,Attari,,,,{},False
AU,,AUCPN,Cape Preston,,,,{},False
PG,,PGAMG,Amboin,,,,{},False
US,,USWBR,Big Rapids,,,,{},False
NO,,NOJSH,Jessheim,,,,{},False
JP,,JPOBX,"Ohbe, Kagawa",,,,{},False
GB,,GBCHZ,Chelford,,,,{},False
PG,,PGAUJ,Ambunti,,,,{},False
GB,,GBCNY,Chinley,,,,{},False
BF,,BFBOU,Boulsa,,,,{},False
ZW,,ZWCHJ,Chipinge,,,,{},False
US,,USLIC,Limon,,,,{},False
PK,,PKRWP,Rawalpindi,,,,{},False
JP,,JPHKW,Hamakanaya,,,,{},False
US,,USABE,Easton,,,,{},False
US,,USGYR,Goodyear,,,,{},False
CN,,CNTAO,Qingdao Liuting International Apt,,,,{},False
NL,,NLMON,Monster,,,,{},False
PK,,PKARF,Arifwala,,,,{},False
CA,,CAWOO,Woodfibre,,,,{},False
GB,,GBASE,Allestree,,,,{},False
US,,USHSL,Huslia,,,,{},False
US,,USPUL,Poulsbo,,,,{},False
GB,,GBWBR,Weybridge,,,,{},False
GB,,GBPNL,Ponteland,,,,{},False
GB,,GBCTM,Chatham,,,,{},False
LR,,LRVOI,Voinjama,,,,{},False
NO,,NOGLL,Gol,,,,{},False
DE,,DEVAL,Valwig,,,,{},False
AU,,AUWLA,Wallal,,,,{},False
JP,,JPAMR,Arimura,,,,{},False
GB,,GBRSS,Ross,,,,{},False
GY,,GYPIQ,Pipillipai,,,,{},False
US,,USBTI,Barter Island,,,,{},False
DE,,DEDIS,Dissen,,,,{},False
US,,USNFL,Fallon,,,,{},False
GB,,GBOLN,Olney,,,,{},False
US,,USKCL,Chignik,,,,{},False
GB,,GBFLM,Fulham,,,,{},False
US,,USNNL,Nondalton,,,,{},False
JP,,JPTJI,Takarajima,,,,{},False
JP,,JPUSK,Usuki,,,,{},False
MX,,MXSZT,San Cristóbal De Las Casas,,,,{},False
IE,,IEMAP,Marino Point,,,,{},False
BR,,BRQCN,Canela,,,,{},False
US,,USTMA,Tifton,,,,{},False
JP,,JPSTJ,Shikata,,,,{},False
CA,,CAYYY,Mont Joli,,,,{},False
ZA,,ZATDT,Tanda Tula,,,,{},False
US,,USESD,Eastsound,,,,{},False
SE,,SETIB,Tibro,,,,{},False
US,,USWTR,White River,,,,{},False
IT,,ITXXX,Ris Inland Waterways,,,,{},False
AU,,AUPHE,Port Hedland,,,,{},False
PG,,PGKOR,Kokoro,,,,{},False
US,,USONM,Socorro,,,,{},False
US,,USITO,Hilo,,,,{},False
HR,,HRKPN,Krapanj,,,,{},False
BR,,BRIPG,Itapiranga,,,,{},False
FJ,,FJLUC,Laucala Is,,,,{},False
SE,,SEENE,Enebyberg,,,,{},False
IN,,INBLT,Balet,,,,{},False
PG,,PGIMA,Iamalele,,,,{},False
IN,,INRED,Redi,,,,{},False
JP,,JPNTY,Nanatsuyama,,,,{},False
DE,,DEHSH,Hausach,,,,{},False
GB,,GBHXT,Hexton,,,,{},False
GB,,GBBRD,Bridgend,,,,{},False
DE,,DEBOC,Bockhorst,,,,{},False
US,,USBCB,Blacksburg,,,,{},False
PG,,PGTSW,Tsewi,,,,{},False
PK,,PKCGM,Changa Manga,,,,{},False
US,,USAFO,Afton,,,,{},False
VU,,VUGBA,Big Bay,,,,{},False
US,,USKTB,Thorne Bay,,,,{},False
IE,,IELIF,Lifford,,,,{},False
DE,,DEMNB,Mainburg,,,,{},False
US,,USCDB,Cold Bay,,,,{},False
GB,,GBWAV,Watford Village,,,,{},False
US,,USRMP,Rampart,,,,{},False
CN,,CNGCH,Guancheng,,,,{},False
TD,,TDATV,Ati,,,,{},False
HR,,HRSTD,Seget Donji,,,,{},False
US,,USRCT,Reed City,,,,{},False
GB,,GBPUL,Pulborough,,,,{},False
ET,,ETGOB,Goba,,,,{},False
DE,,DENOD,Norden,,,,{},False
US,,USBDR,Bridgeport,,,,{},False
AU,,AUCVC,Cleve,,,,{},False
CM,,CMTKC,Tiko,,,,{},False
JP,,JPSOG,Sogo,,,,{},False
GB,,GBALY,Alconbury,,,,{},False
PH,,PHMPH,Caticlan,,,,{},False
AR,,ARVGS,General Villegas,,,,{},False
US,,USUST,Saint Augustine,,,,{},False
NO,,NOBIS,Bismo,,,,{},False
IN,,INSBH,Sinbhour,,,,{},False
GB,,GBRNT,Radcliffe On Trent,,,,{},False
CH,,CHBRN,Bern,,,,{},False
ET,,ETMZX,Mena,,,,{},False
UG,,UGKCU,Masindi,,,,{},False
ID,,IDBJG,Bolaang,,,,{},False
JP,,JPMIZ,Mizushima,,,,{},False
AU,,AULVO,Laverton,,,,{},False
ID,,IDBDO,"Bandung, Java",,,,{},False
DE,,DEAAR,Aarbergen,,,,{},False
CN,,CNCNZ,Chenzhou,,,,{},False
US,,USFSD,Sioux Falls,,,,{},False
SE,,SEVAJ,Väja,,,,{},False
SK,,SKLEN,Lenartovce,,,,{},False
GB,,GBTPS,Thrapston,,,,{},False
DE,,DEACH,Achern,,,,{},False
PG,,PGDAU,Daru,,,,{},False
ET,,ETASO,Asosa,,,,{},False
SN,,SNNIK,Niokolo Koba,,,,{},False
DE,,DEDRS,Dresden,,,,{},False
US,,USGNT,Grants,,,,{},False
JP,,JPHIK,Hiki,,,,{},False
US,,USLRF,Jacksonville,,,,{},False
DE,,DENEM,Neckarsulm,,,,{},False
CN,,CNKMG,Kunming Wujiaba International Apt,,,,{},False
US,,USDLS,The Dalles,,,,{},False
GB,,GBSGD,Sunningdale,,,,{},False
PK,,PKLON,Lodhran,,,,{},False
AU,,AUISA,Mount Isa,,,,{},False
ML,,MLNIX,Nioro,,,,{},False
AU,,AUGOV,Gove,,,,{},False
GB,,GBWLT,Wilton,,,,{},False
SK,,SKCAD,Cadca,,,,{},False
DE,,DEESS,Essen,,,,{},False
PH,,PHXMA,Maramag,,,,{},False
DE,,DEWBH,Waldenbuch,,,,{},False
NL,,NLANT,Andelst,,,,{},False
GB,,GBDLG,Dolgellau,,,,{},False
AU,,AUMTD,Mount Sandford,,,,{},False
AR,,ARMJR,Miramar,,,,{},False
DE,,DERAG,Radeberg,,,,{},False
GB,,GBPMB,Pembury,,,,{},False
PK,,PKORW,Ormara,,,,{},False
UA,,UAKBP,Borispol Intl Apt/Kiev,,,,{},False
JP,,JPHMJ,Himi,,,,{},False
IN,,INKSH,Kelshi,,,,{},False
SI,,SI999,Slovenia - Unknown,,,,{},False
PL,,PLKR2,Kąty Rybackie Ii,,,,{},False
NL,,NLHAE,Haelen,,,,{},False
US,,USFMN,Farmington,,,,{},False
NO,,NOSOK,Sokndal,,,,{},False
IN,,INDRG,Darranga,,,,{},False
BS,,BSMYG,Mayaguana Island,,,,{},False
NZ,,NZTEU,Te Anau,,,,{},False
IT,,ITPSA,Pisa,,,,{},False
BG,,BGKAT,Katunitza,,,,{},False
US,,USCCA,Fort Chaffee,,,,{},False
DE,,DEWMI,Wald-Michelbach,,,,{},False
US,,USELY,Ely,,,,{},False
JP,,JPOKH,Ohkawara,,,,{},False
JP,,JPJON,Jonoshita,,,,{},False
CA,,CAPTE,Port Edward,,,,{},False
US,,USBCC,Bear Creek,,,,{},False
US,,USRCE,Roche Harbor,,,,{},False
US,,USPCD,Prairie Du Chien,,,,{},False
IN,,INMRE,Moreh,,,,{},False
NA,,NAOKF,Okaukuejo,,,,{},False
GB,,GBBTY,Botley,,,,{},False
US,,USMHL,Marshall,,,,{},False
SO,,SOKMU,Kismayu,,,,{},False
PG,,PGGBF,Negarbo,,,,{},False
CA,,CAYKI,Kennosao Lake,,,,{},False
US,,USCGS,College Park,,,,{},False
TW,,TWHCN,Hengchun,,,,{},False
US,,USRVR,Green River,,,,{},False
FI,,FIFOR,Förby,,,,{},False
IR,,IRAWZ,Ahwaz,,,,{},False
CZ,,CZMIL,Milevsko,,,,{},False
CZ,,CZSML,Semily,,,,{},False
DE,,DEBAU,Bautzen,,,,{},False
GB,,GBFSH,Felmersham,,,,{},False
KE,,KERBT,Marsabit,,,,{},False
GD,,GDGND,Grenada,,,,{},False
RU,,RUVGD,Vologda,,,,{},False
GB,,GBFEA,Fetlar,,,,{},False
JP,,JPIZU,Izuka,,,,{},False
NA,,NAOPW,Opuwa,,,,{},False
US,,USDNS,Denison,,,,{},False
NO,,NOKAF,Kåfjord,,,,{},False
MK,,MKVLK,Volkovo,,,,{},False
NL,,NLKAP,Kapellebrug,,,,{},False
AR,,ARBQS,Barranqueras,,,,{},False
IE,,IEROS,Rosslare Harbour,,,,{},False
ZA,,ZAMZQ,Mkuze,,,,{},False
SK,,SKPOV,Presov,,,,{},False
JP,,JPMKX,"Mishima, Kawanoe",,,,{},False
PG,,PGWAO,Wabo,,,,{},False
BR,,BROYK,Oiapoque,,,,{},False
PE,,PEATA,Anta,,,,{},False
JP,,JPHKN,Hekinan,,,,{},False
ID,,IDLPU,Long Apung,,,,{},False
DE,,DEMAY,Mayen,,,,{},False
CN,,CNHBZ,Harbin Railway Station,,,,{},False
ID,,IDKEI,Kepi,,,,{},False
CA,,CALIC,Little Current,,,,{},False
DE,,DEHAS,Hassfurt,,,,{},False
CD,,CDBZU,Buta,,,,{},False
MN,,MNBYN,Bayankhongor,,,,{},False
UY,,UYRVY,Rivera,,,,{},False
NL,,NLWIK,Wijk,,,,{},False
IN,,INDMT,Dharamtar,,,,{},False
AU,,AUPST,Port Stanvac,,,,{},False
CN,,CNWHZ,Zhangjiabu,,,,{},False
PG,,PGOKP,Oksapmin,,,,{},False
NL,,NLOOT,Ootmarsum,,,,{},False
NL,,NLZWE,Zwaagwesteinde,,,,{},False
JP,,JPOSH,"Ohshima, Wakayama",,,,{},False
PK,,PKHRU,Haripur Hazara,,,,{},False
US,,USMLC,Mcalester,,,,{},False
PE,,PEJAU,Jauja,,,,{},False
CN,,CNLHW,Lanzhou Zhongchuan Apt,,,,{},False
CF,,CFBGU,Bangassou,,,,{},False
DE,,DEEDN,Emsdetten,,,,{},False
DE,,DEBOY,Bad Oeynhausen,,,,{},False
DE,,DEGRL,Grimmenthal,,,,{},False
NA,,NAKMP,Keetmanshoop,,,,{},False
US,,USMWH,Moses Lake,,,,{},False
NL,,NLBLD,Blaaksedijk,,,,{},False
MZ,,MZBCW,Benguera Island,,,,{},False
ZA,,ZAUTN,Upington,,,,{},False
DE,,DEBCL,Bruchsal,,,,{},False
JP,,JPKFU,Kohtsufukae,,,,{},False
US,,USCVR,Culver City,,,,{},False
IT,,ITWNN,Tonnarella,,,,{},False
IN,,INPNQ,Pune,,,,{},False
LK,,LKBTC,Batticoloa,,,,{},False
CZ,,CZSKN,Strakonice,,,,{},False
VN,,VNPHH,Phan Thiet,,,,{},False
GB,,GBWTT,Watton,,,,{},False
PH,,PHPAG,Pagadian/Zamboanga,,,,{},False
AU,,AUBDB,Bundaberg,,,,{},False
GB,,GBMDP,Market Deeping,,,,{},False
GB,,GBLAX,Laxo,,,,{},False
JP,,JPGKS,Gokasho,,,,{},False
JP,,JPHYK,Hayakawa,,,,{},False
NO,,NOBAK,Barkåker,,,,{},False
CN,,CNCCD,Changchun Xinglong,,,,{},False
MZ,,MZLMZ,Palma,,,,{},False
US,,USSZL,Warrensburg,,,,{},False
ZM,,ZMSJQ,Sesheke,,,,{},False
PG,,PGTLP,Tumolbil,,,,{},False
US,,USEMT,El Monte,,,,{},False
RU,,RUGRV,Groznyj,,,,{},False
DE,,DEESF,Estorf/Weser,,,,{},False
NL,,NLOOY,Ooij,,,,{},False
HR,,HRBNE,Banjole,,,,{},False
JP,,JPODS,Odeshima,,,,{},False
AU,,AURBS,Orbost,,,,{},False
NZ,,NZAMZ,Ardmore,,,,{},False
GR,,GRRHO,Rhodes,,,,{},False
CF,,CFBMF,Bakouma,,,,{},False
AO,,AOANL,Andulo,,,,{},False
AU,,AUKGC,Kingscote,,,,{},False
GB,,GBNAY,Newton Aycliffe,,,,{},False
IS,,ISHJA,Hjalteyri,,,,{},False
US,,USISM,Kissimmee,,,,{},False
AU,,AULTB,Latrobe,,,,{},False
DE,,DEWRS,Würselen,,,,{},False
RO,,ROSOM,Someseni,,,,{},False
GB,,GBHBR,Hambridge,,,,{},False
GB,,GBILP,Islip,,,,{},False
DE,,DEBLU,Blumberg,,,,{},False
SE,,SEUNL,Unnestads Läge,,,,{},False
TV,,TVFUN,Funafuti,,,,{},False
JP,,JPSXM,Sunami,,,,{},False
HR,,HRMUE,Muline,,,,{},False
MZ,,MZRRM,Marromeu,,,,{},False
IL,,ILTAB,Taba Border Crossing,,,,{},False
DE,,DEHNG,Herrenberg,,,,{},False
ID,,IDTJG,Tanjung Warukin,,,,{},False
MX,,MXLMM,Los Mochis,,,,{},False
RU,,RUPEZ,Penza,,,,{},False
CZ,,CZSAA,Satov,,,,{},False
CM,,CMMVR,Maroua,,,,{},False
DE,,DEHOM,Homburg,,,,{},False
US,,USJNU,Juneau,,,,{},False
KZ,,KZUKK,Ust-Kamenogorsk,,,,{},False
AR,,ARNEC,Necochea,,,,{},False
US,,USDRA,Mercury,,,,{},False
CA,,CAHAM,Hamilton,,,,{},False
CZ,,CZOLO,Olomouc,,,,{},False
AU,,AUMHO,Mount House,,,,{},False
US,,USJGX,Glendale,,,,{},False
DE,,DEEDT,Edewecht,,,,{},False
BR,,BRQSC,Sao Carlos,,,,{},False
CA,,CAYBQ,Telegraph Harbour,,,,{},False
DE,,DEBIR,Birkenfeld,,,,{},False
JP,,JPOJO,Osako,,,,{},False
JP,,JPFKY,"Fukuyama, Hiroshima",,,,{},False
NO,,NONAN,Nanset,,,,{},False
US,,USOHC,Northeast Cape,,,,{},False
HN,,HNPCH,Palacios,,,,{},False
IN,,INGAY,Gaya,,,,{},False
GB,,GBPAL,Palnackie,,,,{},False
JP,,JPNNO,Nanao,,,,{},False
GB,,GBHAL,Haverhill,,,,{},False
CD,,CDNKL,Nkolo,,,,{},False
CN,,CNDGU,Donggu,,,,{},False
FJ,,FJCST,Castaway,,,,{},False
DE,,DEOLB,Oldenbüttel,,,,{},False
PK,,PKDRK,Daharki,,,,{},False
JP,,JPOKN,Okinajima,,,,{},False
US,,USALZ,Alitak,,,,{},False
PK,,PKBPR,Bhai Pheru,,,,{},False
JP,,JPNYA,Nishinomiya,,,,{},False
AU,,AUWME,Mount Keith,,,,{},False
GB,,GBNRW,Norwich,,,,{},False
JP,,JPORG,Origami,,,,{},False
AU,,AUHLL,Hillside,,,,{},False
IN,,INPNJ,Panjim,,,,{},False
KI,,KIAAK,Aranuka,,,,{},False
CD,,CDKWZ,Kolwezi,,,,{},False
IQ,,IQBSR,Basra,,,,{},False
JP,,JPSAT,Sakate,,,,{},False
PG,,PGSWE,Siwea,,,,{},False
DE,,DEKOW,Königswinter,,,,{},False
US,,USCIK,Chalkyitsik,,,,{},False
FI,,FIISN,Isnäs,,,,{},False
CM,,CMOUR,Batouri,,,,{},False
DE,,DEWOZ,Wörnitz,,,,{},False
RU,,RUVLA,Vladikavkaz,,,,{},False
DE,,DEMAI,Mainz,,,,{},False
NO,,NOTAA,Tana,,,,{},False
CA,,CAYSG,Lutselke/Snowdrift,,,,{},False
GB,,GBALS,Alston,,,,{},False
MN,,MNAVK,Arvaikheer,,,,{},False
AU,,AUMGT,Milingimbi,,,,{},False
JP,,JPSTN,Setana,,,,{},False
DE,,DEBCN,Burgkirchen,,,,{},False
AU,,AUIDK,Indulkana,,,,{},False
JP,,JPOGH,Oginohama,,,,{},False
JP,,JPSAI,"Saigo, Shimane",,,,{},False
GB,,GBSOM,Somercotes,,,,{},False
JP,,JPKTR,"Kitaura, Kagawa",,,,{},False
GB,,GBTDW,Tadworth,,,,{},False
CA,,CACHI,Chicoutimi,,,,{},False
IN,,INMHN,Mahisasan,,,,{},False
HN,,HNCDD,Cauquira,,,,{},False
PG,,PGSUZ,Suria,,,,{},False
DE,,DERZG,Ratzeburg,,,,{},False
DE,,DEOCH,Ochsenhausen,,,,{},False
NL,,NLBKL,Boekelo,,,,{},False
JP,,JPSDO,Sado,,,,{},False
RO,,ROBUZ,Buzau,,,,{},False
SE,,SEKOS,Korsnäs,,,,{},False
JP,,JPAWZ,Awazu,,,,{},False
MK,,MKBLC,Blace,,,,{},False
US,,USMRC,Columbia,,,,{},False
ID,,IDDUM,"Dumai, Sumatra",,,,{},False
NL,,NLMEW,Meerlo-Wansum,,,,{},False
JP,,JPMGY,Nagayama,,,,{},False
GY,,GYGFO,Bartica,,,,{},False
BJ,,BJDJA,Djougou,,,,{},False
